abs_sum,coord,group,layer,mask,rank,sq_sum
8.40733608417213,1164,benign_remove_tracking,17,all,15,2.1862978155654114
8.288213843479753,747,benign_remove_tracking,17,all,16,2.0852576870869943
8.217013709247112,87,benign_remove_tracking,17,all,17,1.6044358202149485
8.097398372367024,1281,benign_remove_tracking,17,all,18,1.7640625274902366
8.096153873950243,1296,benign_remove_tracking,17,all,19,2.0007539649355857
7.958915255963802,535,benign_remove_tracking,17,all,20,1.6049813110754068
4.172226555645466,633,benign_remove_tracking,17,target,1,1.8183190167465964
3.965659409761429,1519,benign_remove_tracking,17,target,2,1.6281552514285478
3.8309809416532516,1367,benign_remove_tracking,17,target,3,1.644129898227254
3.757777452468872,413,benign_remove_tracking,17,target,4,1.5869865296560786
3.751981593668461,944,benign_remove_tracking,17,target,5,1.4912285824174667
3.740149363875389,64,benign_remove_tracking,17,target,6,1.7344664103273033
3.700613906607032,716,benign_remove_tracking,17,target,7,1.6504542279265413
3.6920902356505394,47,benign_remove_tracking,17,target,8,1.5724016341513398
3.6828266009688377,1380,benign_remove_tracking,17,target,9,1.3621323526321603
3.63217568770051,775,benign_remove_tracking,17,target,10,1.7284150566151135
3.5435815677046776,27,benign_remove_tracking,17,target,11,1.708309593472064
3.5231624096632004,520,benign_remove_tracking,17,target,12,1.3261335318282892
3.519281193614006,1448,benign_remove_tracking,17,target,13,1.548795721881109
3.508286539465189,817,benign_remove_tracking,17,target,14,1.4014133184489315
3.482314594089985,1179,benign_remove_tracking,17,target,15,1.333905599574268
3.4751394242048264,774,benign_remove_tracking,17,target,16,1.1254081975257908
3.4517264366149902,1483,benign_remove_tracking,17,target,17,1.241659727086676
3.4426669478416443,680,benign_remove_tracking,17,target,18,1.2632765049246224
3.439385376870632,925,benign_remove_tracking,17,target,19,1.2788778866763792
3.4204593151807785,247,benign_remove_tracking,17,target,20,1.2191256435105788
17.705103501677513,1421,benign_remove_tracking,18,all,1,7.520680327667083
13.278729639947414,1162,benign_remove_tracking,18,all,2,4.566227855165444
12.983199143782258,1158,benign_remove_tracking,18,all,3,5.7969830454260345
12.828798048198223,735,benign_remove_tracking,18,all,4,3.7271194749058267
11.523740839213133,541,benign_remove_tracking,18,all,5,4.2140297163192235
